建案編號,建案名稱,縣市	行政區,Unnamed: 3,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
28951,亞昕紅玫瑰大廈,,,新北市林口區公園路35號,90,地上13層,,住宅大樓,,"二房(22.11~45.98坪),三房(35.4~66.57坪),四房(45.98~74.23坪)",住家用,,0,39.55%,28.98%,,,,3396元/戶/月,RC造,住宅區,,朝東北、朝西北、朝西南,,,,,
26011,玖都銀座,,,新北市林口區民享路32號,53,地上4層,,公寓,,"四房(90.9坪),五房(90.76~120.44坪)",住家用,,"1,780坪",49.38%,,,,,6371元/戶/月,RC造、其他,住宅區,,朝東北,,,,,
100926,旺洲逸品,,,新北市林口區文化三路二段,191,"地上26層,地下4層",,住宅大樓,,"二房(32坪),三房(42~44坪),3+1房(55坪)",住商用,,730坪,47%,33%,1:0.94,,,待定,RC造,中心商業區,,朝西北,依現況配置,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '閱覽室', '健身房', '瑜伽教室', '廚藝教室', '信箱區', '曬被區']",,A9林口站,
5925156,亞昕森匯,,,新北市林口區文化二路二段及信義路交叉口,184,"地上23層,地下6層",預售屋,住宅大樓,,"二房(23~27坪),三房(41.35坪)",住商用,,"1,437坪",42.71%,34.8~35.61%,1:1.03,,,無管理費,RC造,中心商業區,,朝東北,待定,"['接待大廳', '空中花園', '交誼廳', '閱覽室', '健身房', '兒童遊戲區', '信箱區', '曬被區', '家教室']",,機場捷運林口站,
26392,朗翠,,,新北市林口區東明二街80號,15,"地上4層,地下1層",,別墅,,"三房(104.92~130.11坪),四房(103.99~126.54坪)",住家用,,648坪,40%,30.61%,1:1,,,5341元/坪/月,,住宅區,,朝北、朝東南、朝西、朝西北、朝東,,['中庭花園'],,,
28968,赫世堡公爵區,,,新北市林口區東湖路41巷26號,10,地上3層,,透天,,四房(113.74坪),住家用,,0,,32.47%,,,,無管理費,RC造、其他,住宅區,,朝南、朝西南,,,,,
5925157,亞昕．寓邸,,,新北市林口區文化二路二段、文化二路二段178巷18弄,77,"地上10層,地下3層",預售屋,華廈,,"二房(21~25坪),三房(29~34坪)",住商用,,603坪,34.6%,34.71~34.71%,1:1.03,,,無管理費,RC造,第二種住宅區,,朝東南,廚具:櫻花廚具、櫻花三機，衛浴:國際牌全自動馬桶、KOHLER，五金:hansgrohe,"['接待大廳', '空中花園', '交誼廳', '閱覽室', '信箱區', '曬被區']",,A9林口站,
26315,中悅麗苑,,,新北市林口區文化二路一段527號,129,"地上27層,地下3層",,住宅大樓,,"三房(22.88~137.28坪),四房(120.18~171.51坪),五房(102.54~137.28坪)",住家用,,"1,418坪",51%,29%,1:2.29,,,100元/坪/月,RC造,第五種住宅區,,朝東北、朝東南、朝西南,,"['接待大廳', '交誼廳', '閱覽室', '視聽室', '游泳池', '健身房', '桌球室', 'KTV']",,,
5951139,璽來登帝璽,,,新北市林口區三民路、八德路口,255,"地上29層,地下5層",預售屋,住宅大樓,,"一房(17.79~17.84坪),二房(26.42~26.44坪),三房(31.23~31.32坪)",住商用,,874坪,22.45%,36.8~36.8%,1:0.8,,,無管理費,RC造,第五種住宅區,,朝北、朝南、朝西、朝東,"德國Innoci智能馬桶
德國 grohe龍頭
KOHLER鏡櫃 面盆 下櫃
全棟 日本住友理工制震壁
社區門禁人臉辨識+掌紋辨識
人臉辨識+掌紋辨識叫梯服務","['接待大廳', '中庭花園', '交誼廳', '信箱區']",,A9林口站,
25992,德利春天別墅,,,新北市林口區竹林路326巷50號,26,地上3層,,透天,,"三房(82.73坪),四房(82.73坪),五房(108.81坪)",住家用,,0,33.66%,,,,,無管理費,RC造、其他,住宅區,,朝東北、朝南、朝西北,,,,,
11490,玄泰峰景,,,新北市林口區文化二路一段96巷3號,89,地上15層,,住宅大樓,,"二房(44.85坪),三房(10.62~93.39坪),四房(28.73~143.74坪)",見其他登記事項,,694坪,51.51%,31.08%,,,,7096元/戶/月,RC造,住宅區,,朝東北、朝西南、朝東南,,,,,
3701296,盛德富,,,新北市林口區建林段594.596.597地號,75,"地上13層,地下2層",,住宅大樓,,"二房(25坪),三房(35坪),1+1房(17坪)",住家用,,572坪,26.02%,34.5~34.5%,1:0.71,,,80元/坪/月,RC造,第二種住宅區,,朝南、朝西、朝東,林內廚具、TOTO衛浴、TOTO五金,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '閱覽室', '健身房', '信箱區', '曬被區']",,A9林口站,
43144,大吾疆御鑄,,,新北市林口區文化三路一段581~587號,99,"地上27層,地下4層",新成屋,住宅大樓,,四房(140坪),住家用,,"1,056坪",42.09%,33%,1:2.38,,,110元/坪/月,RC造,第五種住宅區,,朝北、朝南,RC鋼筋混凝土	。,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '健身房', '俱樂部', '信箱區', 'Lounge Bar', '咖啡廳', '羽球室', '水景區']",,A9林口站,
5925241,森鉅旭,,,新北市林口區南勢一街(建林段750地號),77,"地上7層,地下3層",預售屋,華廈,,"二房(18~23坪),店面(14~19坪)",住商用,,520坪,40.2%,34~34%,1:0.97,,,70元/坪/月,RC造,第二種住宅區,,朝西北,"廚具：PANASONIC  ECONEO 日本原裝進口廚櫃、PANASONIC省水無鉛水龍頭、PANASONIC極致黑IH調理爐、PANASONIC隱藏式排油煙機、PANASONIC懸掛式烘碗機、林內雙口瓦斯爐、3M強效型廚下生飲淨水系統及變頻觸控冷熱飲機

衛浴：PANASONIC La Uno S160全自動洗淨馬桶、PANASONIC C-Line日本原裝進口浴櫃、PANASONIC 浴室換氣暖風機、PANASONIC 面盆、明鏡，五金：德國Hansgrohe

其他：吊隱式除濕機、長庚生技活水、昭和氣密窗、飛利浦電子鎖、綠能防潮石膏磚、海島型超耐磨木地板","['接待大廳', '空中花園', '信箱區']",,暫無,
5934744,寶閣,,,新北市林口區民享路206號旁,35,"地上9層,地下2層",預售屋,華廈,,"二房(22~27坪),三房(34坪),店面(28~33坪)",住商用,,306坪,42.76%,34.16%,1:0.94,,,無管理費,RC造,第二種住宅區,,朝西北,廚具:櫻花，衛浴:TOTO，五金:廚房/歐向、浴室/TOTO，其他:錦鋐氣密窗、白馬磁磚,"['接待大廳', '交誼廳', '會議室', '健身房']",,暫無,
5936047,長虹雲創科技商務大樓,,,新北市林口區力行段206地號,140,"地上29層,地下6層",預售屋,商辦,,辦公室(41~262坪),商業用,,586坪,35.52%,39.9~39.9%,1:1.53,,,無管理費,SC造,中心商業區,,朝西北、朝西南、朝東南,SC/SS純鋼骨,"['接待大廳', '空中花園', '交誼廳', '會議室']",,機場捷運林口站,
5936569,富堡晶鑄,,,新北市林口區文化三路一段39巷及三民路,186,"地上27層,地下4層",預售屋,住宅大樓,,二房(18~27坪),住商用,,633坪,36.33%,38.45~38.45%,1:0.59,,,無管理費,RC造,第五種住宅區,,朝南、朝西,Alfa Safe 、林內倒T式除油煙機、林內IH爐、Amica洗碗機、TOTO衛浴、TOTO五合一多功能暖風機、德國BWT倍世淨水、電動升降曬衣架、Arpha八合一電子門鎖、荷蘭poll-tex專利防霾紗窗,"['接待大廳', '交誼廳', '信箱區', '曬被區']",,A9林口站,
6013476,大新青慕,,,新北市林口區中華路與文化二路二段交叉口,43,"地上10層,地下2層",預售屋,華廈,,"二房(26坪),三房(37~40坪)",住商用,,467坪,48.85%,35.5~35.5%,1:0.91,,,80元/坪/月,RC造,第二種住宅區,,朝西北、朝東北,廚具:林內，衛浴:TOTO,"['接待大廳', '空中花園', '交誼廳']",,A9林口站,
26379,麗江清久,,,新北市林口區忠孝一路20號,60,"地上15層,地下3層",,住宅大樓,,"二房(34.22~36.26坪),三房(36.26~59.3坪)",住商用,,367坪,41.56%,31~32%,1:1.1,,,無管理費,RC造,第五種住宅區,,朝西北、朝西南、朝東南,,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '健身房', '信箱區']",,,
5903174,亞昕米蘭小鎮 (透天),,,新北市林口區東明三街342巷1號,12,地上3層,,,,,住宅,,581坪,,,1:2.08,,,5650元/戶/月,RC造,第一種住宅區,,朝西北,,,,,
5925922,泓昇昇美,,,新北市林口區南勢三街一巷,39,"地上7層,地下2層",預售屋,華廈,,"二房(31.94坪),三房(38.62、41.64坪)",住家用,,488坪,36.98%,34%,1:1.1,,,65元/坪/月,RC造,第二種住宅區,,朝東北,廚具:櫻花四機，衛浴:TOTO、國際牌，氣密窗:YKKAP，電子鎖:飛利浦,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房', '信箱區', '曬被區']",,機捷林口站,
100317,大極文化苑,,,新北市林口區文化一路一段89號,25,"地上9層,地下2層",,住宅大樓,,"一房(81.85坪),二房(65.66~145.13坪),三房(65.66~124.72坪),四房(65.58~65.66坪)",住商用,,422坪,,29%,1:1.8,,,6770元/坪/月,RC造,第二種住宅區,,,,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '健身房']",,"機場捷運林口A9站 
中山高速公路",
5942684,知築蒔岳,,,新北市林口區仁愛路一段315巷30號,11,"地上4層,地下1層",新成屋,透天,,,住家用,,450坪,39.44%,,,,,無管理費,RC造,住宅區,,朝東南,衛浴:INAX，五金:INAX,['無公設'],,暫無,
26056,竹城松賀,,,新北市林口區南勢四街188號,173,地上7層,,住宅大樓,,"一房(29.35坪),二房(25.2~53.89坪),三房(16.66~53.89坪),四房(43.46~66.08坪)",住家用,,0,39.96%,26.97%,,,,2039元/戶/月,RC造,住宅區,,朝西、朝東南、朝南、朝東北、朝東,,,,,
26390,家悅東京,,,新北市林口區文化二路二段88巷3號,31,"地上11層,地下1層",,住宅大樓,,"一房(15.7~27.13坪),二房(27.02~36.04坪),三房(29.86~41.81坪)",住商用,,96坪,57.25%,32~33%,1:0.26,,,95元/戶/月,RC造,第五種住宅區,,朝西南、朝東南,,['接待大廳'],,,
42493,CMBD,,,新北市林口區文化一路一段200~258號,66,"地上8層,地下2層",,商辦,,開放格局(120坪),商業用,,"1,334坪",49.24%,41.8%,1:2,,,100元/坪/月,RC造,第二種住宅區,,朝西北,"結構工學
遠東集團  亞東預拌混凝土│第一品牌 品質第一
靜音工學
隔音氣密│5+5mm複層中空玻璃
價值工學
中興保全監控系統│科技安管 呵護備至
停車區電動車充電座│接軌國際 綠能先驅
12人份電梯│永大科技 領先創新
專業物業管理服務│貼心服務 安心尊榮
活水工學
YAFFLE 3DC4 亞爾浦高流量淨水系統│潔淨水源 全棟潔淨
不鏽鋼管披覆工法│保溫 節能 衛生 安全
防護工學
明暗管混合工法│降低當層維修成本
活氧工程
日本大金DAIKIN空調│健康節能 室內四季如春
地下室通風規劃│一氧化碳自動偵測 停車好空氣
當層換氣│每層樓自有排氣管 廢氣不倒灌
數位工學
FTTO│躍昇光纖時代
車道長距離系統│RFID無線感應","['接待大廳', '交誼廳', '地下室第二門廳']",,A9林口站,
102068,八運風采NO.2,,,新北市林口區工六路2-1號及2-2號,18,"地上9層,地下2層",,華廈,,店面(41、37坪),住商用,,182坪,51.03%,32%,1:1,,,無管理費,RC造,第四種住宅區,,朝東北,依現場為主,['接待大廳'],,A9林口站,
5936626,山侘一生,,,新北市林口區建林段645地號,67,"地上12層,地下3層",預售屋,住宅大樓,,二房(18~27坪),住家用,,484坪,32.2%,36.5~36.5%,1:0.73,,,無管理費,RC造,第二種住宅區,,朝西南,"RC構造+ Alfa Safe柱中柱
廚具:LEICHT櫃體、Bosch三機，衛浴:AXENT，五金:Grohe，其他:全棟大信防水、Alfa safe柱中柱、YKK氣密窗、電動車充電匯流排槽 
","['接待大廳', '空中花園', '閱覽室', '信箱區', '高爾夫練習室']",,A9林口站,
11522,長榮晶品,,,新北市林口區文化二路一段138號,40,"地上14層,地下2層",,住宅大樓,,"一房(25.26~28.23坪),二房(26.38~36.03坪),三房(39.57~44.48坪),五房(55.84坪)",見其他登記事項,,682坪,54.76%,31.00%,,,,3370元/戶/月,RC造,第五種住宅區,,朝西北、朝東北、朝西南、朝東南,,,,,
100571,鉑金-大觀天下NO.2,,,新北市林口區文化三路一段,158,"地上28層,地下3層",,住宅大樓,,"二房(32.55坪),三房(46~48坪),四房(65坪)",住商用,,"1,221坪",46.83%,32.8%,1:1.26,,,50元/坪/月,RC造,第五種住宅區,,朝西北、朝東南,"衛浴：TOTOT
廚具：櫻花全配
","['接待大廳', '空中花園', '交誼廳', '健身房', '宅配室']",,桃園捷運系統機場線林口站,
5937123,森鉅M-逸境,,,新北市林口區麗林段 492 地號,77,"地上12層,地下3層",預售屋,住宅大樓,,"二房(17~25坪),三房(30~32坪)",住家用,,551坪,24.49%,34.8~34.8%,1:1.03,,,70元/坪/月,RC造,第二種住宅區,,朝西北、朝西南、朝東北、朝東南,廚具:panasonic，衛浴:panasonic，其他:TONNET對講機、昭和氣密窗、大建室內門、長庚活水、3M淨水器、PHILIPS六合一電子鎖,"['無公設', '宅配室']",,暫無,
26062,信義國堡,,,新北市林口區文化二路二段105號,119,地上15層,,住宅大樓,,"三房(48.84~85.86坪),四房(48.84~83.31坪)",住家用,,0,46.59%,30.38%,,,,4558元/戶/月,RC造,商業區,,朝東南、朝東北、朝西南、朝南、朝東,,,,,
35067,睿,,,新北市林口區信義路390號,29,"地上15層,地下2層",,住宅大樓,,3+1房(61~92坪),住家用,,257坪,48.75%,29%,1:1.1,,,5962元/坪/月,RC造,第五種住宅區,,朝西南,TOTO衛浴,['無公設'],,捷運A9林口站,
5934458,蒔山晏,,,新北市林口區麗園二街89巷口旁,13,地上4層,預售屋,透天,,,住家用,,528坪,39.74%,,,,,無管理費,RC造,住宅區,,朝北、朝西、朝東,SAKURA廚具、TOTO衛浴、SHOWA鋁門窗5+5mm安全膠合玻璃、太平洋電梯、SPC防水環保地板、防水保固三年、台達電新風系統、預留電動車充電樁用電,"['信箱區', '警衛室']",,機捷A9林口站、機捷A8長庚站,
26005,文化馥都,,,新北市林口區文化一路二段36號,80,地上9層,,華廈,,"一房(16.5坪),三房(40.12~59.52坪),四房(50.71坪),五房(59.07坪)",住家用,,0,31.66%,27.46%,,,,3960元/戶/月,RC造,住宅區,,朝東北,,,,,
102838,帝一堂,,,新北市林口區松柏路110號,67,"地上12層,地下2層",,住宅大樓,,"三房(45坪),四房(56、63坪)",住家用,,"1,061坪",21.57%,31~32%,1:1.42,,,80元/坪/月,RC造,第二種住宅區,,朝西南,依現場為主,"['接待大廳', '交誼廳', '視聽室', '健身房', 'KTV', '信箱區', '多功能教室', '撞球區']",,機捷A9林口站,
11503,展悅美術館,,,新北市林口區富貴路6號,42,地上23層,,住宅大樓,,三房(158.57~160.04坪),見其他登記事項,,615坪,51.44%,33.00%,,,,17380元/戶/月,RC造,商業區,,朝西北,,,,,
5933854,國泰台北理想家,,,新北市林口區化一路一段190巷7弄2號,78,地上11層,,住宅大樓,,,住宅,,0,,,,,,3194元/戶/月,RC造、其他,第二種住宅區,,朝西,,,,,
3701240,林口珍境,,,新北市林口區信義路、富貴路口,68,"地上23層,地下4層",,住宅大樓,,"三房(38~60坪),3+1房(60坪)",住商用,,378坪,48.22%,33%,1:1.32,,,100元/坪/月,RC造、SRC造,中心商業區,,朝北、朝南、朝東,廚具：德國Rich，衛浴：Derek電腦馬桶(主客衛)、HUSKY暖風機，五金：Derek，其他：維夫拉克電子鎖、三協氣密窗、6+8+6中空複層節能玻璃、電動曬衣架、輕質系統磚牆、愛惠浦逆洗式過濾機、瑞典DURGO健康防疫系統。,"['接待大廳', '空中花園', '交誼廳', '信箱區', '曬被區']",,機捷A9林口站,
50679,家悦美學,,,新北市林口區公園路(麗林國小對面),83,"地上15層,地下3層",,住宅大樓,,"二房(20坪),三房(29~35坪),四房(37坪),1+1房(15坪),店面(42~58坪)",住商用,,427坪,44.72%,33.7%,1:1,,,無管理費,RC造,鄰里中心商業區,,朝東北,RC鋼筋混凝土，廚具：林內三機,['接待大廳'],,機捷A8長庚醫院站、A9林口站,
3669676,璞園學,,,新北市林口區文化一路一段15巷2號,35,"地上11層,地下2層",,住宅大樓,,"2+1房(28坪),3+1房(42坪)",住商用,,444坪,44.79%,34%,1:1.14,,,100元/坪/月,RC造,第二種住宅區,,朝西南,依現場為主,"['接待大廳', '空中花園', '交誼廳', '會議室', '閱覽室', '健身房', '親子遊戲區', '兒童遊戲區', '信箱區', '曬被區']",,機捷A9林口站,
5951958,聿見美璟,,,新北市林口區忠孝路604巷,16,"地上4層,地下1層",預售屋,透天,,,住家用,,625坪,39.93%,,,,,8000元/戶/月,RC造,住宅區,,朝西、朝東,廚具:林內抽油煙機、林內瓦斯爐、AMICA洗碗機，衛浴:TOTO，五金:TOTO，其他:敵銳裝甲門、昭和氣密窗、馬可貝里磁磚、冠軍磁磚、永大電梯,['無公設'],,A9林口站,
26397,泓昇WIN,,,新北市林口區興林二街15號,48,"地上9層,地下3層",,住宅大樓,,開放格局(47.86坪),住商用,,253坪,58.56%,35%,1:1.02,,,70元/坪/月,RC造,鄰里中心商業區,,朝南,美國學校旁黃金店面~僅剩最後一戶店面，總價2880萬元(含車位+標配廚具+廁所+地板)~,"['接待大廳', '中庭花園', '空中花園', '健身房', '信箱區', '曬被區']",,,
26253,力璞晴,,,新北市林口區仁愛二路63號,88,地上15層,,住宅大樓,,"二房(42.6坪),三房(31.82~51.8坪)",見其他登記事項,,0,40.92%,31.17%,,,,3054元/戶/月,RC造,住宅區,,朝東南、朝西南,,,,,
34546,中悦松苑,,,新北市林口區文化三路二段85號,98,"地上26層,地下3層",,住宅大樓,,"三房(111坪),四房(111坪)",住商用,,"1,512坪",31%,29%,1:2.6,,,100元/坪/月,RC造,第五種住宅區,,朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南,採毛胚交屋,"['接待大廳', '交誼廳', '桌球室', '瑜伽教室', '手作坊', '咖啡廳', '御書房']",,A9林口站,
5936744,亞昕天匯,,,新北市林口區文化二路及信義路交叉口,180,"地上30層,地下6層",預售屋,住宅大樓,,"一房(17坪),二房(27~31坪),三房(33~40坪),四房(48坪),辦公室(70~435坪)",住商用,,"1,437坪",42.71%,34.8%,1:1.51,,,無管理費,RC造,中心商業區,,朝南,待定,"['接待大廳', '空中花園', '閱覽室', '健身房', '信箱區', '曬被區']",,機場捷運林口站,
28915,世貿芳鄰,,,新北市林口區文化二路一段256號,42,地上10層,,華廈,,"二房(31.28坪),三房(32.47~38.54坪),四房(38.54坪)",住家用,,0,,,,,,2500元/戶/月,RC造,住宅區,,朝西南,,,,,
11421,僑福花園,,,新北市林口區公園路7號,18,地上9層,,華廈,,三房(41.6~44.03坪),住家用,,0,46.61%,,,,,1030元/戶/月,RC造,住宅區,,朝西北,,,,,
35128,台北藝術家一期,,,新北市林口區文化二路一段460號,114,地上11層,,住宅大樓,,"二房(27.65~42.64坪),三房(30.33~92.93坪),四房(34.51~79.17坪),五房(42.64坪)",住家用,,0,,,,,,2310元/戶/月,RC造,住宅區,,朝東南,,,,,
26073,公園大道,,,新北市林口區文化二路一段335號,169,地上17層,,住宅大樓,,"二房(79.4~84.17坪),三房(59.04~97.58坪),四房(57.01~96.6坪),五房(72.84~149.8坪)",住家用,,"1,186坪",51.79%,28.00%,,,,7000元/戶/月,RC造,商業區,,朝東南、朝西北,,,,,
26396,天圓地方,,,新北市林口區文化三路一段401號,39,"地上21層,地下3層",,住宅大樓,,3+1房(65坪),住商用,,463坪,57.42%,33.5%,1:2.36,,,80元/坪/月,RC造,第五種住宅區,,朝東南,"中空樓板25cm、YKK氣密窗、中央集塵設備、長庚活水
","['接待大廳', '中庭花園', '空中花園', '交誼廳', 'KTV', '高爾夫球推竿區']",,機場捷運A9林口,
5934318,長耀 IPARK,,,新北市林口區文化三路一段617巷及民族路交叉口,117,"地上15層,地下5層",預售屋,住宅大樓,,"二房(16、22坪),三房(24、28坪)",住商用,,370坪,43.14%,34.86%,1:0.75,,,無管理費,RC造,第五種住宅區,,朝北、朝南,廚具:德久廚具，衛浴:TOTO，五金:一太五金，其他:日立冷氣(室外機),"['接待大廳', '信箱區', '輕食區']",,林口機場線,
5937122,森鉅M-林境,,,新北市林口區麗林段 512 地號,111,"地上14層,地下3層",預售屋,住宅大樓,,"二房(20~25坪),三房(31~33坪)",住商用,,784坪,30.91%,34.8~34.8%,1:1.05,,,70元/坪/月,RC造,第二種住宅區,,朝西北,廚具:panasonic，衛浴:panasonic，其他:TONNET對講機、昭和氣密窗、大建室內門、長庚活水、3M淨水器、PHILIPS六合一電子鎖,"['無公設', '宅配室']",,暫無,
104563,源峰晴境,,,新北市林口區文化三路二段41巷,90,"地上14層,地下3層",,住宅大樓,,"二房(25坪),三房(35坪),2+1房(30坪)",住家用,,559坪,30.31%,34.2%,1:1.02,,,2692元/坪/月,RC造,第五種住宅區,,朝西北、朝東北、朝東南,"廚房：櫻花機體、櫻花全嵌式洗碗機
衛浴：TOTO
其他：三合一電子鎖","['中庭花園', '交誼廳', '會議室', '閱覽室', '視聽室', '健身房', '親子遊戲區', '信箱區']",,A9林口站,
5934766,立軒天邸,,,新北市林口區力行段570地號,144,"地上14層,地下4層",預售屋,住宅大樓,,"二房(23.79、24.98坪),3+1房(37.42坪)",住商用,,777坪,45.07%,34.8%,1:1.1,,,85元/坪/月,RC造,第五種住宅區,,朝東北,RC鋼筋混凝土,"['接待大廳', '中庭花園', '空中花園', '健身房', '信箱區', '影音室', '棋藝室', '圖書館', '宴會廳']",,機捷A9林口站,
5934348,中光極,,,新北市林口區東湖路75巷50號旁,4,地上4層,預售屋,透天,,,住家用,,192坪,38.97%,,,,,無管理費,RC造,住宅區,,朝南、朝東,1.採用崇友電梯 2.10年屋頂防水保固 3.日本氣密窗 5.智慧宅: 電子鎖、人臉辦識監視器、中興保全居家安全系統、預留充電樁,['無公設'],,機捷林口站,
42778,七也,,,新北市林口區東明三街400號,7,"地上3層,地下2層",,別墅,,,住家用,,485坪,39.83%,,,,,160元/坪/月,RC造,住宅區,,朝西北、朝東南,"全棟山水岩石材外觀，不僅四向立面，屋頂也包覆，創造美觀及獨有建築特色。
搭配Double Skin設計，形塑建築語彙並維持透光率。
外牆石材與結構間保有通氣層，增加隔熱效果。
RC結構且採用板牆結構系統，兩側牆厚達30公分，前後外牆達18公分，樓板厚度達35公分，創造室內平整空間，更提高隔音、隔熱效能。
YKK氣密窗， 10mm強化LOW-E玻璃。",['中庭花園'],,機場捷運A9林口站,
5936455,聿翔沐風,,,新北市林口區忠孝路、民族路口,51,"地上9層,地下2層",預售屋,華廈,,"一房(15坪),二房(24坪),三房(35坪)",住商用,,382坪,45.85%,34~34%,1:0.75,,,100元/坪/月,RC造,第二種住宅區,,朝東南,廚具:櫻花三機、Bosch洗碗機、歐向櫃體，衛浴:德國INNOCI，五金:德國INNOCI，其他:精緻鞋櫃、三協氣密窗,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房', '信箱區']",, 機捷A9林口站,
102220,九揚華威,,,新北市林口區文化北路一段、忠孝一路,110,"地上12層,地下2層",,住宅大樓,,"一房(17~18坪),二房(28坪),三房(35~46坪)",住商用,,913坪,31.74%,33%,1:0.73,,,80元/坪/月,RC造,第二種住宅區,,朝西北、朝東南,RC鋼筋混凝土，輕質實漿牆、中空複層玻璃、吊隱式除濕系統、生技活水系統、全室冠軍磁磚、日本大建室內門、日本Cleanup廚具、日本INXA衛浴、德國KALDEWEI浴缸、德國Duscholux淋浴門。,"['接待大廳', '中庭花園', '交誼廳', '閱覽室', '健身房', '親子遊戲區', '信箱區']",,A9林口站,
5950564,原昕吾旭,,,新北市林口區麗林段 644 、656地號,58,"地上10層,地下3層",預售屋,華廈,,"二房(24坪),三房(33坪)",住商用,,455坪,27.52%,33.9~33.9%,1:1.16,,,無管理費,RC造,第二種住宅區,,朝西北、朝東南,廚具:Hans漢斯廚飾，衛浴:INAX,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房', '信箱區']",,暫無,
29034,遠雄未來家瑞典區,,,新北市林口區南勢街228號,,地上9層,,華廈,,"一房(21.51~37.03坪),二房(30.72~51.04坪),三房(30.72~51.93坪)",住家用,,0,40.15%,26.5~28%,,,,65元/戶/月,RC造,住宅區,,朝西南、朝東北、朝東南,,"['接待大廳', '中庭花園', '空中花園', '交誼廳', '會議室', '閱覽室', '健身房', '桌球室', '瑜伽教室', '信箱區', 'Lounge Bar', '兒童遊戲區']",,,
3681829,居逸,,,新北市林口區文林四街33巷,57,"地上10層,地下2層",,華廈,,"二房(26.48坪),三房(38.77坪)",住商用,,706坪,28.83%,32%,1:1.18,,,80元/坪/月,RC造,第二種住宅區,,朝西南、朝東北,櫻花全配廚具、TOTO衛浴,"['接待大廳', '交誼廳', '會議室', '閱覽室']",,機捷A9林口站,
35481,時尚A9,,,新北市林口區八德路、三民路口,26,"地上12層,地下2層",,住宅大樓,,"二房(28坪),三房(35坪)",住家用,,253坪,43.88%,33.5%,1:1.04,,,60元/坪/月,RC造,第二種住宅區,,朝東南,依現場為主,['無公設'],,機場捷運A9林口站,
5975198,源峰上境,,,新北市林口區松柏路80號,70,"地上13層,地下2層",預售屋,住宅大樓,,"二房(26坪),三房(34~38~40坪)",住家用,,681坪,30.49%,34.4~34.5%,1:0.97,,,無管理費,RC造,第二種住宅區,,朝西南、朝東北,廚具:櫻花三機，衛浴:TOTO，五金:TOTO，其他:中華氣密窗、6+8+6mm中空玻璃、德國複合式木質地板,"['接待大廳', '中庭花園', '交誼廳', '會議室', '健身房', '廚藝教室', '信箱區', '管理室']",,暫無,
11504,上品苑,,,新北市林口區文化三路二段115巷56號,134,地上14層,,住宅大樓,,"一房(39.65~56.07坪),二房(48.1~63.99坪),三房(46.06~71.73坪),四房(53.66~65.39坪)",見其他登記事項,,"1,180坪",54.13%,28~28.65%,,,,70元/戶/月,RC造,住宅區,,朝西北、朝東北、朝西南,,"['接待大廳', '交誼廳', '會議室', '閱覽室', 'KTV', '健身房', '曬被區', '信箱區', '兒童遊戲區', '游泳池']",,,
11441,安盧園景,,,新北市林口區南勢二街408號,41,地上9層,,華廈,,"三房(56.23~85.89坪),四房(56.23~87.31坪),五房(67.53~87.31坪)",見其他登記事項,,796坪,34.46%,29.66%,,,,5364元/戶/月,RC造,住宅區,,朝東南、朝西北,,,,,
34427,長耀挹品,,,新北市林口區文化三路二段55號,71,"地上18層,地下4層",,住宅大樓,,"三房(54坪),3+1房(61坪)",住商用,,574坪,47.71%,32.8%,1:1.72,,,80元/坪/月,RC造,第五種住宅區,,朝西北、朝東南,待定,['接待大廳'],,A9林口站,
28935,戀戀春城,,,新北市林口區文化二路一段490號,136,地上10層,,住宅大樓,,"一房(22.31~33.9坪),二房(22.3~35.26坪),三房(22.35~46.71坪),四房(46.71~55.73坪)",住家用,,0,38.94%,30~30.8%,,,,50元/戶/月,RC造,住宅區,,朝西北、朝東南、朝東北,,"['接待大廳', '中庭花園', 'KTV', '健身房', '交誼廳', '游泳池', '兒童遊戲區', '曬被區', '閱覽室']",,,
29038,京華御墅,,,新北市林口區南勢四街303號,23,地上4層,,透天,,"四房(70.46坪),五房(78.91坪)",見其他登記事項,,839坪,45.94%,,,,,無管理費,RC造、其他,住宅區,,朝北、朝南、朝東北、朝東,,,,,
28875,亞昕貴族大廈,,,新北市林口區文化二路一段230巷1號,55,地上7層,,華廈,,"二房(32.09~32.16坪),三房(31.86~36.11坪),四房(31.86~31.98坪)",住家用,,344坪,,11.32%,,,,1929元/戶/月,RC造、其他,住宅區,,朝東南,,,,,
